sequence_ids,species,zooid,blast_hit,GO_term,gene_tree
1552299,Frillagalma vityazi,Gonodendron female,,NA,NA
1502171,Frillagalma vityazi,Gonodendron female,Q92543|SNX19_HUMAN Sorting nexin-19,NA,b33172d793256bee35a8e526c7173f06
1589725,Frillagalma vityazi,Gonodendron female,,NA,NA
1688139,Frillagalma vityazi,Gonodendron female,,NA,NA
1653317,Frillagalma vityazi,Gonodendron female,Q80U35|ARHGH_MOUSE Rho guanine nucleotide exchange factor 17,GO:0005089;GO:0030036;GO:0016021;GO:0035556,8ad1f3e511feb332280fb7d335dc56f2
1495460,Frillagalma vityazi,Gonodendron female,,NA,NA
1585222,Frillagalma vityazi,Gonodendron female,,NA,NA
1732194,Frillagalma vityazi,Gonodendron female,,NA,NA
1565072,Frillagalma vityazi,Gonodendron female,,NA,NA
1510578,Frillagalma vityazi,Gonodendron female,Q5JR59|MTUS2_HUMAN Microtubule-associated tumor suppressor candidate 2,NA,1e2773381de710bce32266f575532db4
1611569,Frillagalma vityazi,Gonodendron female,,NA,NA
1544986,Frillagalma vityazi,Gonodendron female,,NA,NA
1510336,Frillagalma vityazi,Gonodendron female,,NA,NA
1624540,Frillagalma vityazi,Gonodendron female,A8DYE2|TRPCG_DROME Transient receptor potential cation channel trpm,GO:0005216;GO:0034220;GO:0016021;GO:0006816;GO:0015085;GO:0016787,NA
1540374,Frillagalma vityazi,Gonodendron female,,NA,NA
1543261,Frillagalma vityazi,Gonodendron female,,NA,NA
1725797,Frillagalma vityazi,Gonodendron female,O95490|AGRL2_HUMAN Adhesion G protein-coupled receptor L2 {ECO:0000303|PubMed:25713288},NA,NA
1527018,Frillagalma vityazi,Gonodendron female,Q9LHQ6|OCT4_ARATH Organic cation/carnitine transporter 4,NA,NA
1595025,Frillagalma vityazi,Gonodendron female,,NA,NA
1602220,Frillagalma vityazi,Gonodendron female,Q28BQ6|TMED1_XENTR Transmembrane emp24 domain-containing protein 1,NA,NA
1576481,Frillagalma vityazi,Gonodendron female,Q96C28|ZN707_HUMAN Zinc finger protein 707,NA,NA
1588583,Frillagalma vityazi,Gonodendron female,,NA,NA
1587166,Frillagalma vityazi,Gonodendron female,,NA,NA
1676806,Frillagalma vityazi,Gonodendron female,,NA,NA
1581653,Frillagalma vityazi,Gonodendron female,,NA,NA
1495743,Frillagalma vityazi,Gonodendron female,D3YXG0|HMCN1_MOUSE Hemicentin-1 {ECO:0000312|MGI:MGI:2685047},NA,da405be0ae37974c5464039da98331c1
1685116,Frillagalma vityazi,Gonodendron female,,NA,NA
1510339,Frillagalma vityazi,Gonodendron female,,NA,NA
1587672,Frillagalma vityazi,Gonodendron female,Q5ZKZ9|LMF2_CHICK Lipase maturation factor 2,GO:0005789;GO:0051604;GO:0005783;GO:0016021,91328f208849cac5702bad73cc29931a
1702876,Frillagalma vityazi,Gonodendron female,,NA,NA
1637197,Frillagalma vityazi,Gonodendron female,P17742|PPIA_MOUSE Peptidyl-prolyl cis-trans isomerase A,GO:0003755;GO:0000413;GO:0009533;GO:0031977;GO:0006457;GO:0009535;GO:0016018;GO:0043424;GO:0003723;GO:0051082;GO:0010275;GO:0005739,NA
1673750,Frillagalma vityazi,Gonodendron female,,NA,NA
1657723,Frillagalma vityazi,Gonodendron female,,NA,NA
1652979,Frillagalma vityazi,Gonodendron female,"Q0DG35|GLT2_ORYSJ Glutamate synthase 2 [NADH], chloroplastic",NA,NA
1502562,Frillagalma vityazi,Gonodendron female,Q6NTW6|ULA1_XENLA NEDD8-activating enzyme E1 regulatory subunit,GO:0019781;GO:0045116;GO:0032991;GO:0005737;GO:0001540;GO:0016021;GO:0046982;GO:0005634;GO:0031625;GO:0003677;GO:0019948;GO:0051402;GO:0033314;GO:0005230;GO:0043523;GO:0016925;GO:0034220,266c0363639267fb622e41b069d32be5
1727413,Frillagalma vityazi,Gonodendron female,,NA,NA
1604603,Frillagalma vityazi,Gonodendron female,,NA,NA
1663828,Frillagalma vityazi,Gonodendron female,P20825|POL2_DROME Retrovirus-related Pol polyprotein from transposon 297,GO:0004190;GO:0006278;GO:0015074;GO:0003964;GO:0006508;GO:0008270;GO:0003676,NA
1501704,Frillagalma vityazi,Gonodendron female,,NA,NA
1514625,Frillagalma vityazi,Gonodendron female,,NA,NA
1610654,Frillagalma vityazi,Gonodendron female,,NA,NA
1542653,Frillagalma vityazi,Gonodendron female,,NA,NA
1536525,Frillagalma vityazi,Gonodendron female,Q5PQJ7|TBCEL_RAT Tubulin-specific chaperone cofactor E-like protein,GO:0043014;GO:0007021;GO:0008076;GO:0007023;GO:0000226;GO:0005249;GO:0005737;GO:0071805;GO:0005789,ea844f9ae38e15b70808798f3d6e48c8
1702453,Frillagalma vityazi,Gonodendron female,,NA,NA
1654071,Frillagalma vityazi,Gonodendron female,,NA,NA
1642076,Frillagalma vityazi,Gonodendron female,Q5R5L7|ARRD3_PONAB Arrestin domain-containing protein 3,NA,NA
1624263,Frillagalma vityazi,Gonodendron female,A1L1P7|DNLZ_DANRE DNL-type zinc finger protein,GO:0008270;GO:0030150;GO:0005739;GO:0050821;GO:0051087;GO:0005654;GO:0003677;GO:0003700;GO:0019866;GO:0006457;GO:0016021;GO:0042981;GO:0006744;GO:0006397;GO:0006355,NA
1708914,Frillagalma vityazi,Gonodendron female,"Q8R087|B4GT7_MOUSE Beta-1,4-galactosyltransferase 7",GO:0046525;GO:0048147;GO:0005794;GO:0005975;GO:0003831;GO:0006029;GO:0006487;GO:0097435;GO:0030145;GO:0016021;GO:0006024;GO:0098588;GO:0031984;GO:0005515,NA
1669956,Frillagalma vityazi,Gonodendron female,,NA,NA
1696516,Frillagalma vityazi,Gonodendron female,,NA,NA
1515011,Frillagalma vityazi,Gonodendron female,Q9UHB7|AFF4_HUMAN AF4/FMR2 family member 4,NA,NA
1614178,Frillagalma vityazi,Gonodendron female,Q8UWA5|CAH2_TRIHK Carbonic anhydrase 2,GO:0004089;GO:0050801;GO:0005739;GO:0008270;GO:0044070;GO:0032230;GO:0005829;GO:0045177;GO:0005623;GO:0043209;GO:0004064;GO:0005886;GO:0016021;GO:0038166;GO:0055082;GO:2000878;GO:2001148;GO:0015670;GO:0034764;GO:0002009;GO:0046903,a2ed9ec600632bd94e718f3d4923e913
1509666,Frillagalma vityazi,Gonodendron female,Q9U539|OCT1_CAEEL Organic cation transporter 1,NA,NA
1697515,Frillagalma vityazi,Gonodendron female,,NA,NA
1678723,Frillagalma vityazi,Gonodendron female,Q9VAT2|DCA10_DROME DDB1- and CUL4-associated factor 10 homolog,NA,c812b2a19ed5e893dcd4847fb47e619d
1609812,Frillagalma vityazi,Gonodendron female,,NA,NA
1566945,Frillagalma vityazi,Gonodendron female,B2RYF1|PPR37_RAT Protein phosphatase 1 regulatory subunit 37,NA,NA
1579733,Frillagalma vityazi,Gonodendron female,,NA,NA
1555327,Frillagalma vityazi,Gonodendron female,Q96DM3|MIC1_HUMAN Uncharacterized protein C18orf8,GO:0035658;GO:0010506;GO:0031902,2c4258631e81d333cb59665bc4bdea62
1566770,Frillagalma vityazi,Gonodendron female,Q7Z2H8|S36A1_HUMAN Proton-coupled amino acid transporter 1,NA,NA
1551064,Frillagalma vityazi,Gonodendron female,,NA,NA
1618621,Frillagalma vityazi,Gonodendron female,Q708S7|ASI1B_DANRE Acid-sensing ion channel 1,NA,NA
1693089,Frillagalma vityazi,Gonodendron female,"Q9P7L9|RM34_SCHPO Probable 54S ribosomal protein L34, mitochondrial",NA,NA
1609816,Frillagalma vityazi,Gonodendron female,,NA,NA
1497425,Frillagalma vityazi,Gonodendron female,,NA,NA
1499035,Frillagalma vityazi,Gonodendron female,,NA,NA
1721054,Frillagalma vityazi,Gonodendron female,Q502J0|PCAT2_DANRE Lysophosphatidylcholine acyltransferase 2,NA,NA
1547009,Frillagalma vityazi,Gonodendron female,Q9DBD2|MARH8_MOUSE E3 ubiquitin-protein ligase MARCH8,GO:0008270;GO:0016021,NA
1535466,Frillagalma vityazi,Gonodendron female,Q9NPI0|TM138_HUMAN Transmembrane protein 138,GO:0060271;GO:0005929;GO:0016021;GO:0005774,NA
1567843,Frillagalma vityazi,Gonodendron female,P56719|OX2R_RAT Orexin receptor type 2,NA,NA
1593303,Frillagalma vityazi,Gonodendron female,P68252|1433G_BOVIN 14-3-3 protein gamma,NA,NA
1573321,Frillagalma vityazi,Gonodendron female,,NA,NA
1735939,Frillagalma vityazi,Gonodendron female,A8WG88|TMX2A_DANRE Thioredoxin-related transmembrane protein 2-A {ECO:0000312|ZFIN:ZDB-GENE-050208-95},GO:0045454;GO:0005623;GO:0016021,c5e3bd57cc6c34c4c5394499da86962b
1553368,Frillagalma vityazi,Gonodendron female,,NA,NA
1547956,Frillagalma vityazi,Gonodendron female,,NA,NA
1517601,Frillagalma vityazi,Gonodendron female,P18067|RAB7A_CANLF Ras-related protein Rab-7a,GO:0003924;GO:0090385;GO:0045335;GO:0005525;GO:0005770;GO:0005764;GO:0008333;GO:0000306;GO:0061724;GO:0090383;GO:0005811;GO:0098852;GO:0032482;GO:0010008;GO:0034045;GO:0007174;GO:0030904;GO:0045022;GO:1905394;GO:0019003;GO:0005829;GO:1903542;GO:0005623;GO:0005794;GO:0022615;GO:0005885;GO:0006886;GO:1903543;GO:0033162;GO:0000421;GO:0070062;GO:0030666;GO:0061462;GO:0016021;GO:0016197;GO:0072666;GO:0000045;GO:0051650;GO:0045732;GO:0048524;GO:0019076;GO:0030041;GO:0034314;GO:0016042,NA
1606110,Frillagalma vityazi,Gonodendron female,,NA,NA
1581898,Frillagalma vityazi,Gonodendron female,"P05166|PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial",GO:0016874;GO:0005759;GO:0006633;GO:0009317;GO:0003365;GO:0035329;GO:0038023;GO:0030027;GO:0005923;GO:0001525;GO:0030176;GO:0030334;GO:0031410;GO:0030036;GO:0005886,fd7145883e747b4a7211408baabe5279
1505887,Frillagalma vityazi,Gonodendron female,Q5RJH6|SMG7_MOUSE Protein SMG7,NA,NA
1577324,Frillagalma vityazi,Gonodendron female,"P16332|MUTA_MOUSE Methylmalonyl-CoA mutase, mitochondrial",GO:0004494;GO:0031419;GO:0046872,NA
1587755,Frillagalma vityazi,Gonodendron female,,NA,NA
1628305,Frillagalma vityazi,Gonodendron female,Q6NU98|PDK1B_XENLA Serine/threonine-protein kinase pdik1l-B,NA,8b43d2a02a556d42a92d8558b7cdcd21
1565041,Frillagalma vityazi,Gonodendron female,Q7L2R6|ZN765_HUMAN Zinc finger protein 765,NA,NA
1609137,Frillagalma vityazi,Gonodendron female,"A5A6H9|ODBA_PANTR 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",GO:0003826;GO:0009083;GO:0005947;GO:0003863;GO:0055114;GO:0005680;GO:0017086;GO:0031145;GO:0046949,NA
1669107,Frillagalma vityazi,Gonodendron female,Q3KRE6|KLDC2_RAT Kelch domain-containing protein 2,NA,NA
1738184,Frillagalma vityazi,Gonodendron female,,NA,NA
1632892,Frillagalma vityazi,Gonodendron female,,NA,NA
1604452,Frillagalma vityazi,Gonodendron female,Q8N6D5|ANR29_HUMAN Ankyrin repeat domain-containing protein 29,NA,NA
1509838,Frillagalma vityazi,Gonodendron female,Q9Y2V7|COG6_HUMAN Conserved oligomeric Golgi complex subunit 6,GO:0006891;GO:0017119;GO:0005525;GO:0000139;GO:0015031;GO:0005515;GO:0070085;GO:0005802;GO:0006888;GO:0007017;GO:0005874;GO:0016021,d55c2e76584b753afa37e58a0925cf0d
1737397,Frillagalma vityazi,Gonodendron female,Q9H0C1|ZMY12_HUMAN Zinc finger MYND domain-containing protein 12,GO:0004930;GO:0007186;GO:0016021;GO:0005622;GO:0046872,58aad33c09641648e9c1385c1c2723a3
1553100,Frillagalma vityazi,Gonodendron female,Q9H3E2|SNX25_HUMAN Sorting nexin-25,GO:0030512;GO:0035091;GO:0005768;GO:0034713;GO:0043231;GO:0016021;GO:0005523;GO:0098805;GO:0098588;GO:0060394;GO:0005865;GO:0032801;GO:0000350;GO:0015031;GO:0030239;GO:0006936;GO:0007015,NA
1656370,Frillagalma vityazi,Gonodendron female,Q28DL4|TRAF6_XENTR TNF receptor-associated factor 6,GO:0042981;GO:0008270;GO:0005164;GO:0007165;GO:0043122;GO:0004842;GO:0016567,NA
1620038,Frillagalma vityazi,Gonodendron female,,NA,NA
1606076,Frillagalma vityazi,Gonodendron female,P29981|CP4C1_BLADI Cytochrome P450 4C1,GO:0016705;GO:0055114;GO:0016021;GO:0004497;GO:0005506;GO:0020037,NA
1587778,Frillagalma vityazi,Gonodendron female,Q9Y6H3|ATP23_HUMAN Mitochondrial inner membrane protease ATP23 homolog,GO:0004222;GO:0006508;GO:0005743;GO:0046872;GO:0033615;GO:0051604;GO:0031312;GO:0044267,011a0b531b217d4b063d1ede1c2aaf84
1739216,Frillagalma vityazi,Gonodendron female,Q6NRS2|PQLC1_XENLA PQ-loop repeat-containing protein 1,GO:0045332;GO:0005802;GO:0016021;GO:0042147;GO:0005768;GO:0005829,c42dc87a09a3bc7fc7ac21eecd9aeaab
1568590,Frillagalma vityazi,Gonodendron female,Q8K2C9|HACD3_MOUSE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 {ECO:0000305},GO:0102158;GO:0005789;GO:0006633;GO:0102343;GO:0102344;GO:0005783;GO:0102345;GO:0018812;GO:0019899;GO:0016021;GO:0031300;GO:0031965;GO:0000038;GO:0030148;GO:0046726;GO:0045070;GO:0007254;GO:0007249;GO:0007266,6938619a50dd0f702ebf4e2f06418a4b
1735000,Frillagalma vityazi,Gonodendron female,,NA,NA
1642210,Frillagalma vityazi,Gonodendron female,A6NNF4|ZN726_HUMAN Zinc finger protein 726,NA,NA
1659960,Frillagalma vityazi,Gonodendron male,P35317|AT1A_HYDVU Sodium/potassium-transporting ATPase subunit alpha,GO:0008556;GO:0071805;GO:0005623;GO:0016021;GO:0120200;GO:0097225;GO:0010084;GO:0001966;GO:0005524;GO:0060047;GO:0001947;GO:0030003;GO:1990351;GO:0042044;GO:0031226;GO:0098797;GO:0046872;GO:0007519;GO:0055065;GO:0008554;GO:0034597;GO:0072507;GO:0010248;GO:0098659;GO:0036376;GO:0055067;GO:1902600;GO:0042391;GO:0006937;GO:0000003;GO:0046856;GO:0060285;GO:0051704,NA
1555987,Frillagalma vityazi,Gonodendron male,,NA,NA
1714535,Frillagalma vityazi,Gonodendron male,,NA,NA
1555526,Frillagalma vityazi,Gonodendron male,,NA,NA
1507914,Frillagalma vityazi,Gonodendron male,P13676|ACPH_RAT Acylamino-acid-releasing enzyme,NA,0bd211292d8fb9d57d8346af6e3ce317
1707055,Frillagalma vityazi,Gonodendron male,P35061|H2A_ACRFO Histone H2A,NA,NA
1562603,Frillagalma vityazi,Gonodendron male,,NA,NA
1687917,Frillagalma vityazi,Gonodendron male,P41383|TBA2_PATVU Tubulin alpha-2/alpha-4 chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0000278;GO:0009062;GO:0005737;GO:0005634;GO:0017064;GO:0004040;GO:0005515,NA
1494719,Frillagalma vityazi,Gonodendron male,,NA,NA
1546188,Frillagalma vityazi,Gonodendron male,P02259|H5_CHICK Histone H5,NA,NA
1539102,Frillagalma vityazi,Gonodendron male,Q497Q6|F228B_MOUSE Protein FAM228B,NA,edbd433562012ded83a587f408db25e1
1601117,Frillagalma vityazi,Gonodendron male,Q9GZV8|PRD14_HUMAN PR domain zinc finger protein 14,GO:0003676;GO:0006355;GO:0005634;GO:0046872;GO:0003700;GO:0070013;GO:0006398;GO:1903508;GO:1903507;GO:0010628;GO:2000113;GO:0007275;GO:0010629,NA
1701550,Frillagalma vityazi,Gonodendron male,Q505B8|SYCE2_MOUSE Synaptonemal complex central element protein 2,NA,NA
1494709,Frillagalma vityazi,Gonodendron male,,NA,NA
1630378,Frillagalma vityazi,Gonodendron male,,NA,NA
1502679,Frillagalma vityazi,Gonodendron male,,NA,NA
1696511,Frillagalma vityazi,Gonodendron male,,NA,NA
1610049,Frillagalma vityazi,Gonodendron male,,NA,NA
1532858,Frillagalma vityazi,Gonodendron male,,NA,NA
1640689,Frillagalma vityazi,Gonodendron male,,NA,NA
1604611,Frillagalma vityazi,Gonodendron male,,NA,NA
1732909,Frillagalma vityazi,Gonodendron male,P35317|AT1A_HYDVU Sodium/potassium-transporting ATPase subunit alpha,NA,NA
1714513,Frillagalma vityazi,Gonodendron male,,NA,NA
1582511,Frillagalma vityazi,Gonodendron male,Q6IR42|ZCPW1_MOUSE Zinc finger CW-type PWWP domain protein 1,NA,NA
1540096,Frillagalma vityazi,Gonodendron male,,NA,NA
1669369,Frillagalma vityazi,Gonodendron male,,NA,NA
1584642,Frillagalma vityazi,Gonodendron male,,NA,NA
1607277,Frillagalma vityazi,Gonodendron male,,NA,NA
1705815,Frillagalma vityazi,Gonodendron male,,NA,NA
1634436,Frillagalma vityazi,Gonodendron male,,NA,NA
1730640,Frillagalma vityazi,Gonodendron male,,NA,NA
1645345,Frillagalma vityazi,Gonodendron male,,NA,NA
1659962,Frillagalma vityazi,Gonodendron male,P35317|AT1A_HYDVU Sodium/potassium-transporting ATPase subunit alpha,GO:0008556;GO:0071805;GO:0016021;GO:0031501;GO:0005623;GO:0005789;GO:0008553;GO:0005886;GO:1902600;GO:0010248;GO:0006883;GO:0005615;GO:0030425;GO:0030007;GO:0005524;GO:0098659;GO:0036376;GO:0005680;GO:0043235;GO:0046872;GO:0005737;GO:0008554;GO:0000030;GO:0006506;GO:0097502;GO:0090554;GO:0070016;GO:0051721;GO:0005516;GO:0005125;GO:0004714;GO:0001508;GO:0061630;GO:0006937;GO:0044877;GO:0000003;GO:0016787;GO:0001934;GO:0007167;GO:0009967;GO:0051130;GO:0007091;GO:1902101;GO:1905820;GO:0060393;GO:0014066;GO:0071773;GO:1901992;GO:0031145;GO:0045332;GO:0070372;GO:0045666;GO:0030071;GO:0010975;GO:0033674;GO:0018108;GO:0016567;GO:0006357;GO:0051301,NA
1531310,Frillagalma vityazi,Gonodendron male,,NA,NA
1604613,Frillagalma vityazi,Gonodendron male,Q15431|SYCP1_HUMAN Synaptonemal complex protein 1,NA,NA
1582507,Frillagalma vityazi,Gonodendron male,,NA,NA
1739957,Frillagalma vityazi,Gonodendron male,,NA,NA
1543952,Frillagalma vityazi,Gonodendron male,,NA,NA
1722670,Frillagalma vityazi,Gonodendron male,,NA,NA
1546430,Frillagalma vityazi,Gonodendron male,Q8IWG1|WDR63_HUMAN WD repeat-containing protein 63,GO:0036156;GO:0045503;GO:0036159;GO:0045504;GO:0060294,581eeba594e31a72bc1cf5e6b0a7d38e
1519661,Frillagalma vityazi,Gonodendron male,Q4WHX4|FKBP2_ASPFU FK506-binding protein 2,NA,NA
1589064,Frillagalma vityazi,Gonodendron male,O93309|SMC3_XENLA Structural maintenance of chromosomes protein 3,GO:0005694;GO:0051276;GO:0005524;GO:0005634;GO:1901673;GO:0097431;GO:0051321;GO:0019827;GO:0048038;GO:0006275;GO:0070840;GO:0048487;GO:0036033;GO:0051287;GO:0098813;GO:0016651;GO:0046982;GO:0003682;GO:0070013;GO:0032991;GO:0003899;GO:0055114;GO:0016021;GO:0000724;GO:0006351,59c9fc14934a442f02fa3d9f2781a140
1623197,Frillagalma vityazi,Gonodendron male,Q969V4|TEKT1_HUMAN Tektin-1,GO:0060271;GO:0015630;GO:0036126;GO:0060285;GO:0097722;GO:0001578;GO:0005737;GO:0003341;GO:0034622;GO:0060378,12c52f68adc0e5e713bc93ab4545312b
1511017,Frillagalma vityazi,Gonodendron male,,NA,NA
1685140,Frillagalma vityazi,Gonodendron male,,NA,NA
1501298,Frillagalma vityazi,Gonodendron male,,NA,NA
1705811,Frillagalma vityazi,Gonodendron male,Q9JKB0|HCN1_RAT Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,NA,NA
1714540,Frillagalma vityazi,Gonodendron male,,NA,NA
1562858,Frillagalma vityazi,Gonodendron male,Q6CER9|CENPA_YARLI Histone H3-like centromeric protein CSE4,NA,NA
1589058,Frillagalma vityazi,Gonodendron male,O93309|SMC3_XENLA Structural maintenance of chromosomes protein 3,GO:0005694;GO:0051276;GO:0005524;GO:0005634;GO:0098813;GO:0140014;GO:1901673;GO:0097431;GO:0036033;GO:0070840;GO:0048487;GO:0000981;GO:0003682;GO:0019827;GO:0046982;GO:0006357;GO:0051321;GO:0006275;GO:0070013;GO:0003777;GO:0032991;GO:0005604;GO:0003723;GO:0005829;GO:0016021;GO:0051301;GO:0006281,59c9fc14934a442f02fa3d9f2781a140
1591858,Frillagalma vityazi,Gonodendron male,Q4R8B9|HORM1_MACFA HORMA domain-containing protein 1,GO:0046872;GO:0051177;GO:0000795;GO:0016021,1db15f663c94d5aaf3bbaa638b156d99
1546429,Frillagalma vityazi,Gonodendron male,Q95JP0|WDR63_MACFA WD repeat-containing protein 63,GO:0036156;GO:0045503;GO:0036159;GO:0045504;GO:0060294,581eeba594e31a72bc1cf5e6b0a7d38e
1629487,Frillagalma vityazi,Gonodendron male,,NA,NA
1696252,Frillagalma vityazi,Gonodendron male,Q9H892|TTC12_HUMAN Tetratricopeptide repeat protein 12,NA,NA
1571918,Frillagalma vityazi,Gonodendron male,,NA,NA
1703273,Frillagalma vityazi,Gonodendron male,Q5R8B0|BRD7_PONAB Bromodomain-containing protein 7,NA,048f84c1b314c69e1a96f1cd91bef7f3
1543937,Frillagalma vityazi,Gonodendron male,,NA,NA
1707151,Frillagalma vityazi,Gonodendron male,,NA,NA
1726284,Frillagalma vityazi,Gonodendron male,Q8N8K9|K1958_HUMAN Uncharacterized protein KIAA1958,NA,NA
1520619,Frillagalma vityazi,Gonodendron male,,NA,NA
1636878,Frillagalma vityazi,Gonodendron male,Q9H4K1|RIBC2_HUMAN RIB43A-like with coiled-coils protein 2,GO:0016021,NA
1739249,Frillagalma vityazi,Gonodendron male,,NA,NA
1671307,Frillagalma vityazi,Gonodendron male,,NA,NA
1666303,Frillagalma vityazi,Gonodendron male,,NA,NA
1543875,Frillagalma vityazi,Gonodendron male,,NA,NA
1545895,Frillagalma vityazi,Gonodendron male,Q4R628|KIF3A_MACFA Kinesin-like protein KIF3A,GO:0008089;GO:1904115;GO:0003777;GO:0008017;GO:0005871;GO:0007411;GO:0016887;GO:0005874;GO:0005524;GO:0060271,NA
1514529,Frillagalma vityazi,Gonodendron male,P42325|NCAH_DROME Neurocalcin homolog,GO:0005509;GO:0003073;GO:0005829;GO:0030276;GO:0019722;GO:0015631;GO:0003779;GO:0048841,NA
1678662,Frillagalma vityazi,Gonodendron male,Q6ZN84|CCD81_HUMAN Coiled-coil domain-containing protein 81,NA,073943f62a4008e43645d1709f97a9bc
1693219,Frillagalma vityazi,Gonodendron male,Q8NEC5|CTSR1_HUMAN Cation channel sperm-associated protein 1,NA,NA
1571920,Frillagalma vityazi,Gonodendron male,Q9UBC2|EP15R_HUMAN Epidermal growth factor receptor substrate 15-like 1,NA,NA
1584651,Frillagalma vityazi,Gonodendron male,,NA,NA
1739250,Frillagalma vityazi,Gonodendron male,,NA,NA
1647037,Frillagalma vityazi,Gonodendron male,P41937|TBB4_CAEEL Tubulin beta-4 chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0030537;GO:0000278;GO:0007411;GO:0005737;GO:0005929;GO:0000776;GO:0009416;GO:0004386;GO:0016740;GO:0034508,NA
1640601,Frillagalma vityazi,Gonodendron male,,NA,NA
1531422,Frillagalma vityazi,Gonodendron male,Q9D3W1|RSP14_MOUSE Radial spoke head 14 homolog,GO:0005515;GO:0005834;GO:0007188;GO:0031683;GO:0003924,b458f37fae9d8b9ca33d030530841d68
1666777,Frillagalma vityazi,Gonodendron male,P18729|ZG57_XENLA Gastrula zinc finger protein XlCGF57.1,NA,NA
1520618,Frillagalma vityazi,Gonodendron male,,NA,NA
1734929,Frillagalma vityazi,Gonodendron male,,NA,NA
1565343,Frillagalma vityazi,Gonodendron male,,NA,NA
1712838,Frillagalma vityazi,Gonodendron male,Q8VIG3|RSPH1_MOUSE Radial spoke head 1 homolog,NA,NA
1732908,Frillagalma vityazi,Gonodendron male,P35317|AT1A_HYDVU Sodium/potassium-transporting ATPase subunit alpha,GO:0008556;GO:0071805;GO:0016021;GO:0005623;GO:0010248;GO:0006883;GO:0005524;GO:0030007;GO:0098659;GO:0036376;GO:0046872;GO:0008554;GO:1902600,NA
1660687,Frillagalma vityazi,Gonodendron male,Q5BJA5|H2B1_DANRE Histone H2B 1/2,NA,NA
1650757,Frillagalma vityazi,Gonodendron male,Q4G0U5|PCDP1_HUMAN Cilia- and flagella-associated protein 221 {ECO:0000312|HGNC:HGNC:33720},NA,6492e5adac2ace7728136e454e344519
1532857,Frillagalma vityazi,Gonodendron male,,NA,NA
1678661,Frillagalma vityazi,Gonodendron male,Q5XIN9|CCD81_RAT Coiled-coil domain-containing protein 81,NA,073943f62a4008e43645d1709f97a9bc
1642257,Frillagalma vityazi,Gonodendron male,,NA,NA
1545619,Frillagalma vityazi,Gonodendron male,Q9W596|FUTSC_DROME Microtubule-associated protein futsch,NA,NA
